# Isotope table
# Columns 1 (Z) and 3-4 (A, mass fraction) are from AGSS09 for the Sun,
#    Asplund, Grevesse, Sauval & Scott, ARAA 47:481 (2009)
# Column 2 is DarkSUSY internal isotope numbering
# Column 5 (atomic mass) is from NIST
# Column 6 (spin) is from webelements.com
# Column 7 is the element symbol
#
# This file is compiled by J. Edsjo (edsjo@fysik.su.se) 2009-11-11
#
#  Iso         Mass      Atomic
#Z num.  A frac (%)        mass      Spin  El.
68   5 168   26.978  167.932368         0  Er
68   6 170    14.91   169.93546         0  Er
69   1 169      100  168.934211       0.5  Tm
70   1 168     0.12  167.933894         0  Yb
70   2 170     2.98  169.934759         0  Yb
70   3 171    14.09  170.936322       0.5  Yb
70   4 172    21.69 171.9363777         0  Yb
70   5 173     16.1 172.9382068       2.5  Yb
70   6 174    32.03 173.9388581         0  Yb
70   7 176       13  175.942568         0  Yb
71   1 175  97.1795 174.9407679       3.5  Lu
71   2 176   2.8205 175.9426824         7  Lu
72   1 174    0.162   173.94004         0  Hf
72   2 176    5.206 175.9414018         0  Hf
72   3 177   18.606   176.94322       3.5  Hf
72   4 178   27.297 177.9436977         0  Hf
72   5 179   13.629 178.9458151       4.5  Hf
72   6 180     35.1 179.9465488         0  Hf
73   1 180    0.012  179.947466         8  Ta
73   2 181   99.988  180.947996       3.5  Ta
74   1 180     0.12  179.946706         0  W
74   2 182     26.5  181.948206         0  W
74   3 183    14.31 182.9502245       0.5  W
74   4 184    30.64 183.9509326         0  W
74   5 186    28.43  185.954362         0  W
75   1 185   35.662 184.9529557       2.5  Re
75   2 187   64.338 186.9557508       2.5  Re
76   1 184     0.02  183.952491         0  Os
76   2 186    1.598  185.953838         0  Os
76   3 187    1.271 186.9557479       0.5  Os
76   4 188   13.337  187.955836         0  Os
76   5 189   16.261 188.9581449       1.5  Os
76   6 190   26.444  189.958445         0  Os
76   7 192    41.07  191.961479         0  Os
77   1 191     37.3  190.960591       1.5  Ir
77   2 193     62.7  192.962924       1.5  Ir
78   1 190    0.014   189.95993         0  Pt
78   2 192    0.782  191.961035         0  Pt
78   3 194   32.967  193.962664         0  Pt
78   4 195   33.832  194.964774       0.5  Pt
78   5 196   25.242  195.964935         0  Pt
78   6 198    7.163  197.967876         0  Pt
79   1 197      100  196.966552       1.5  Au
80   1 196     0.15  195.965815         0  Hg
80   2 198     9.97  197.966752         0  Hg
80   3 199    16.87  198.968262       0.5  Hg
80   4 200     23.1  199.968309         0  Hg
80   5 201    13.18  200.970285       1.5  Hg
80   6 202    29.86  201.970626         0  Hg
80   7 204     6.87  203.973476         0  Hg
81   1 203   29.524  202.972329       0.5  Tl
81   2 205   70.476  204.974412       0.5  Tl
82   1 204    1.997  203.973029         0  Pb
82   2 206   18.582  205.974449         0  Pb
82   3 207   20.563  206.975881       0.5  Pb
82   4 208   58.858  207.976636         0  Pb
83   1 209      100  208.980383       4.5  Bi
90   1 232      100 232.0380504         0  Th
92   1 234    0.002 234.0409456         0  U
92   2 235   24.286 235.0439231       3.5  U
92   3 238   75.712 238.0507826         0  U
